,SUBURB,Mean House Price,Median House Price,Variance House Price,Standard Deviation House Price,SEM House Price,Mean BATHROOMS,Mean BEDROOMS,Mean GARAGE,Mean LAND_AREA,Mean BUILD_YEAR,Mean CBD_DIST,Mean STATION DISTANCE,Mean SELL DATE,Lat_precise,Long_precise,state,postcode
208,LYNWOOD,428731.4286,435000,6104581407,78131.8207,7624.884953,1.40952381,3.314285714,1.904761905,820.7142857,1981,11750.47619,2468.571429,2016,-32.0402295,115.9320611,WA,6147
209,MADDINGTON,344360.4651,322000,24787850889,157441.5793,16977.36211,1.488372093,3.441860465,1.73255814,945.5930233,1989,17256.97674,1727.569767,2018,-32.0502858,115.9844929,WA,6109
210,MADDINGTON,344360.4651,322000,24787850889,157441.5793,16977.36211,1.488372093,3.441860465,1.73255814,945.5930233,1989,17256.97674,1727.569767,2018,-32.0502858,115.9844929,WA,6989
211,MADELEY,588321.903,600000,13366218619,115612.3636,9000.4103,2.036363636,3.806060606,2.16969697,588.4787879,2006,16272.12121,4181.212121,2018,-31.8132043,115.8275892,WA,6065
212,MAHOGANY CREEK,454509.4488,470000,64415253402,253801.6024,22521.2504,1.748031496,3.527559055,1.748031496,6179.188976,1982,26608.66142,12795.27559,2007,-31.9142343,116.1329888,WA,6072
213,MAIDA VALE,589742.7778,520000,51404524473,226725.6591,16899.13286,1.916666667,3.911111111,2.611111111,2024.422222,1993,15280,7178.888889,2017,-31.9530067,116.0241739,WA,6057
214,MANNING,839030.2185,825000,42530207281,206228.5317,16782.6399,1.927152318,3.642384106,2.059602649,620.4966887,1993,6903.311258,1416.231788,2017,-32.011671,115.8688603,WA,6152
215,MARANGAROO,415592.437,412500,5604427824,74862.72653,6862.654889,1.68907563,3.731092437,1.924369748,832.1512605,1992,14069.7479,4950.420168,2018,-31.8278073,115.841335,WA,6064
216,MARDELLA,538267.7049,542000,1.14611E+11,338541.9953,43345.8608,1.819672131,4.032786885,2.098360656,32698.01639,1998,41386.88525,16980.32787,2008,-32.3342254,115.9648863,WA,6125
217,MARIGINIUP,699627.094,675000,2.75119E+11,524517.9459,48491.70125,2.068376068,4.153846154,2.256410256,18622.01709,1993,27517.94872,9071.794872,2005,-31.7069105,115.8504592,WA,6065
218,MARIGINIUP,699627.094,675000,2.75119E+11,524517.9459,48491.70125,2.068376068,4.153846154,2.256410256,18622.01709,1993,27517.94872,9071.794872,2005,-31.7069,115.85,WA,6078
219,MARMION,1014024.823,900000,1.31636E+11,362816.3906,30554.65204,2.120567376,3.85106383,2.262411348,830.8794326,1988,15654.60993,3721.276596,2014,-31.8431646,115.7576233,WA,6020
220,MARTIN,578074.3243,492500,1.31941E+11,363236.9286,42225.43526,1.648648649,3.689189189,2.216216216,7086.148649,1985,20083.78378,1627.972973,2013,-32.0789071,116.0621898,WA,6110
221,MAYLANDS,739668.9231,675000,1.09951E+11,331589.1752,41128.57533,1.753846154,3.138461538,1.6,637.5846154,1984,4486.723077,1124.261538,2019,-31.938255,115.9024493,WA,6051
222,MAYLANDS,739668.9231,675000,1.09951E+11,331589.1752,41128.57533,1.753846154,3.138461538,1.6,637.5846154,1984,4486.723077,1124.261538,2019,-31.9286,115.892,WA,6931
223,MEDINA,271981.1345,269000,3968359256,62994.91452,5774.734346,1.176470588,2.941176471,1.546218487,762.8319328,1963,31792.43697,3428.571429,2015,-32.2362727,115.8053718,WA,6167
224,MELVILLE,795250,767500,45381253571,213028.7623,20691.18251,1.698113208,3.405660377,1.943396226,638.8679245,1983,11207.54717,4733.962264,2018,-32.0414618,115.8034715,WA,6156
225,MELVILLE,795250,767500,45381253571,213028.7623,20691.18251,1.698113208,3.405660377,1.943396226,638.8679245,1983,11207.54717,4733.962264,2018,-32.0414618,115.8034715,WA,6956
226,MENORA,1172634.848,1100000,1.50358E+11,387759.8465,30187.06311,1.8,3.563636364,2.048484848,820.030303,1960,3656.363636,3124.242424,2012,-31.9231622,115.8608222,WA,6050
227,MERRIWA,333189.2718,338000,3382974538,58163.3436,4052.432171,1.839805825,3.747572816,2.344660194,580.9514563,1999,35000.48544,3194.660194,2017,-31.6673101,115.7127407,WA,6030
228,MIDDLE SWAN,410416.8986,388000,20807883789,144249.3805,11857.22604,1.560810811,3.412162162,1.709459459,2231.425676,1987,17700,2945.945946,2014,-31.8723346,116.0173525,WA,6056
229,MIDLAND,423032.7869,350000,63671190574,252331.5093,32307.73916,1.508196721,2.950819672,1.68852459,1064.442623,1977,16372.13115,1472.57377,2016,-31.8917642,116.0134587,WA,6056
230,MIDVALE,357054.6162,365000,7317070171,85539.87474,8597.080883,1.272727273,3.101010101,1.606060606,872.1717172,1977,17169.69697,2267.676768,2014,-31.8860343,116.0283186,WA,6056
231,MILLENDON,694513.8889,766000,1.48015E+11,384727.3522,64121.22536,1.833333333,3.833333333,2.194444444,28231.02778,1983,23269.44444,9794.444444,2007,-31.8073045,116.0285054,WA,6056
232,MINDARIE,725433.4928,685000,54213006661,232836.8671,16105.66287,2.167464115,4.033492823,1.966507177,644.1196172,2000,32870.33493,3037.799043,2018,-31.6900771,115.7060487,WA,6030
233,MIRRABOOKA,399135.4101,415000,9058440203,95175.83833,8072.709245,1.410071942,3.589928058,1.705035971,670.4604317,1990,10631.65468,6882.014388,2016,-31.8662015,115.8662538,WA,6061
234,MIRRABOOKA,399135.4101,415000,9058440203,95175.83833,8072.709245,1.410071942,3.589928058,1.705035971,670.4604317,1990,10631.65468,6882.014388,2016,-31.8662015,115.8662538,WA,6941
235,MORLEY,462455.2239,455000,12412391904,111410.9147,13611.00954,1.417910448,3.194029851,1.671641791,765.4029851,1983,8552.238806,3798.507463,2019,-31.8889571,115.9181651,WA,6062
236,MORLEY,462455.2239,455000,12412391904,111410.9147,13611.00954,1.417910448,3.194029851,1.671641791,765.4029851,1983,8552.238806,3798.507463,2019,-31.8889571,115.9181651,WA,6943
237,MOSMAN PARK,1398858.911,1317500,2.02966E+11,450517.6945,44828.18608,1.940594059,3.603960396,1.811881188,592.4455446,1976,11352.47525,979.1089109,2018,-32.0135412,115.7634366,WA,6012
238,MOSMAN PARK,1398858.911,1317500,2.02966E+11,450517.6945,44828.18608,1.940594059,3.603960396,1.811881188,592.4455446,1976,11352.47525,979.1089109,2018,-32.0150977,115.766391,WA,6912
239,MOUNT CLAREMONT,1279029.726,1232000,1.19981E+11,346382.9987,29811.9019,2.096296296,3.688888889,2.059259259,830.8518519,1992,7344.444444,1347.333333,2017,-31.9637267,115.7837568,WA,6010
240,MOUNT HAWTHORN,993565.4673,935000,70322569400,265184.0293,25636.30774,1.644859813,3.168224299,1.757009346,487.0186916,1957,4220.560748,1400.588785,2018,-31.9195792,115.8355846,WA,6016
241,MOUNT HAWTHORN,993565.4673,935000,70322569400,265184.0293,25636.30774,1.644859813,3.168224299,1.757009346,487.0186916,1957,4220.560748,1400.588785,2018,-31.9195792,115.8355846,WA,6915
242,MOUNT HELENA,560949.0446,535000,21206692900,145625.1795,11622.15458,1.668789809,3.732484076,2.547770701,10337.64968,1988,34403.82166,19901.91083,2015,-31.8780386,116.2105782,WA,6082
243,MOUNT LAWLEY,1048551.282,950000,1.63082E+11,403834.7321,45725.27927,1.628205128,3.230769231,1.846153846,681.2435897,1954,2882.051282,946.3846154,2019,-31.9320594,115.8741149,WA,6050
244,MOUNT LAWLEY,1048551.282,950000,1.63082E+11,403834.7321,45725.27927,1.628205128,3.230769231,1.846153846,681.2435897,1954,2882.051282,946.3846154,2019,-31.9320594,115.8741149,WA,6929
245,MOUNT NASURA,479858.1481,455000,16384614793,128002.4015,11016.69265,1.681481481,3.562962963,2.355555556,1372.192593,1983,25945.18519,1358.274074,2015,-32.1401592,116.0257044,WA,6112
246,MOUNT PLEASANT,1209374.611,1178750,1.71521E+11,414151.1227,39851.71036,2.185185185,3.768518519,1.953703704,554.3703704,1990,8569.444444,1558.314815,2018,-32.0248016,115.8484937,WA,6153
247,MOUNT RICHON,530459.313,519000,17531315143,132405.8728,11568.35482,1.885496183,3.809160305,2.442748092,1809.290076,1989,27688.54962,1141.114504,2014,-32.1599589,116.0206116,WA,6112
248,MULLALOO,741376.8657,705000,42652580589,206525.012,17841.0437,1.947761194,3.820895522,1.970149254,745.5671642,1986,22152.23881,3330.597015,2017,-31.7803535,115.7438482,WA,6027
249,MUNDARING,652875.6741,630000,46078750936,214659.6165,18474.95821,1.859259259,3.740740741,2.42962963,4799.214815,1989,29673.33333,15736.2963,2016,-31.9256022,116.165484,WA,6073
250,MUNDIJONG,395887.12,385000,22032701108,148434.1642,13276.35526,1.536,3.368,1.784,4376.648,1986,39477.6,15404,2011,-32.2995985,115.9845718,WA,6123
251,MUNSTER,1030000,1030000,,,,1,4,2,20000,1980,22500,5300,2020,-32.1509366,115.8113086,WA,6166
252,MURDOCH,710713.3462,725000,24771549639,157389.8016,15433.3398,2.048076923,3.942307692,2.038461538,710.8269231,1990,12407.69231,1722.923077,2013,-32.0699,115.8425954,WA,6150
253,MYAREE,684020.6186,685000,38867411029,197148.1956,20017.36644,1.546391753,3.237113402,1.835051546,1281.701031,1985,10574.2268,3836.082474,2016,-32.0399796,115.8156494,WA,6154
254,NAVAL BASE,1408000,1408000,,,,1,3,0,2614,2002,28500,6400,2013,-32.1987547,115.7823791,WA,6165
255,NEDLANDS,1647441.827,1667500,1.72156E+11,414916.2602,40685.88668,2.028846154,3.692307692,2.317307692,819.5961538,1956,6021.153846,1848.144231,2018,-31.979149,115.8037341,WA,6009
256,NEDLANDS,1647441.827,1667500,1.72156E+11,414916.2602,40685.88668,2.028846154,3.692307692,2.317307692,819.5961538,1956,6021.153846,1848.144231,2018,-31.9791,115.804,WA,6907
257,NEDLANDS,1647441.827,1667500,1.72156E+11,414916.2602,40685.88668,2.028846154,3.692307692,2.317307692,819.5961538,1956,6021.153846,1848.144231,2018,-31.9791,115.804,WA,6909
258,NEERABUP,773500,732500,2.15955E+11,464709.7404,164299.7044,2,3.5,1.875,29769.25,1990,31675,1925,2006,-31.6922619,115.7608745,WA,6031
259,NOLLAMARA,352064.1026,320000,5582265520,74714.56029,11963.9046,1.666666667,2.974358974,1.641025641,508.2307692,2000,8176.923077,4043.589744,2019,-31.8805717,115.8472254,WA,6061
260,NORANDA,582302.8846,587500,12969827273,113885.1495,11167.35768,2.019230769,3.971153846,2.442307692,772.1057692,1986,9369.230769,5470.192308,2018,-31.8754476,115.8964691,WA,6062
261,NORTH BEACH,1038234.536,910000,1.56347E+11,395407.704,40147.56959,1.93814433,3.422680412,1.917525773,635.7835052,1988,13813.40206,4058.762887,2016,-31.8611706,115.7582009,WA,6020
262,NORTH BEACH,1038234.536,910000,1.56347E+11,395407.704,40147.56959,1.93814433,3.422680412,1.917525773,635.7835052,1988,13813.40206,4058.762887,2016,-31.8611706,115.7582009,WA,6920
263,NORTH COOGEE,1160017.021,1130000,1.02798E+11,320621.9441,46767.51714,2.361702128,3.829787234,2.191489362,772.3191489,2007,18376.59574,5038.297872,2017,-32.1025,115.763,WA,6163
264,NORTH FREMANTLE,1223992.958,1150000,2.04006E+11,451670.4748,53603.4235,1.943661972,3.126760563,1.788732394,595.5352113,1981,13154.92958,618.7042254,2017,-32.0353019,115.7486438,WA,6159
265,NORTH LAKE,626045.8015,625000,24190644040,155533.4178,13589.0178,1.969465649,3.93129771,1.664122137,693.9312977,1991,14686.25954,2675.572519,2011,-32.0789699,115.8218528,WA,6163
266,NORTH PERTH,849586.6667,828000,48844401171,221007.6948,25519.77042,1.586666667,2.973333333,1.786666667,424.5333333,1958,2826.666667,1943.826667,2019,-31.9273539,115.8551339,WA,6006
267,NORTH PERTH,849586.6667,828000,48844401171,221007.6948,25519.77042,1.586666667,2.973333333,1.786666667,424.5333333,1958,2826.666667,1943.826667,2019,-31.9273833,115.852472,WA,6906
268,NORTHBRIDGE,721636.3636,640000,78716454545,280564.5283,84593.38817,1.727272727,2.454545455,1.363636364,647.5454545,1972,1254.181818,1175.181818,2014,-31.9436266,115.8538427,WA,6003
269,NORTHBRIDGE,721636.3636,640000,78716454545,280564.5283,84593.38817,1.727272727,2.454545455,1.363636364,647.5454545,1972,1254.181818,1175.181818,2014,-31.9436,115.854,WA,6803
270,NORTHBRIDGE,721636.3636,640000,78716454545,280564.5283,84593.38817,1.727272727,2.454545455,1.363636364,647.5454545,1972,1254.181818,1175.181818,2014,-31.9436,115.854,WA,6865
271,O'CONNOR,501250,530000,9392214286,96913.43708,34264.07427,1.625,3,2.75,574.25,1983,13750,4450,2013,-32.060241,115.793698,WA,6163
272,OAKFORD,835467.7419,860000,48741645687,220775.1021,22893.31162,2.064516129,4.215053763,2.978494624,18297.13978,1995,29443.01075,8000,2015,-32.2043324,115.9241645,WA,6121
273,OCEAN REEF,794405.0459,750000,36218924905,190312.703,18228.65093,2.128440367,4.064220183,2.018348624,763.9357798,1992,24513.76147,3376.146789,2018,-31.7600517,115.7332807,WA,6027
274,OLDBURY,770338.1923,710000,2.99413E+11,547186.8853,107312.1771,1.846153846,4.076923077,2,92374.26923,1991,34692.30769,7215.384615,2007,-32.2544608,115.9070305,WA,6121
275,ORANGE GROVE,728402.1739,783750,1.50044E+11,387354.6124,57112.32178,2.043478261,3.934782609,2.565217391,13770.67391,1982,17647.82609,3884.782609,2008,-32.0315515,116.0219405,WA,6109
276,ORELIA,313241.1379,318000,6566254524,81032.42884,6729.376937,1.593103448,3.579310345,1.8,687.737931,1989,31340,1829.772414,2017,-32.2350267,115.8208189,WA,6167
277,OSBORNE PARK,499711.1111,482000,30456846465,174518.9,26015.74159,1.511111111,2.977777778,1.955555556,811.9333333,1987,6517.777778,1491.266667,2017,-31.9142574,115.8230694,WA,6017
278,OSBORNE PARK,499711.1111,482000,30456846465,174518.9,26015.74159,1.511111111,2.977777778,1.955555556,811.9333333,1987,6517.777778,1491.266667,2017,-31.9142574,115.8230694,WA,6916
279,OSBORNE PARK,499711.1111,482000,30456846465,174518.9,26015.74159,1.511111111,2.977777778,1.955555556,811.9333333,1987,6517.777778,1491.266667,2017,-31.9142574,115.8230694,WA,6917
280,PADBURY,546701.0526,540000,8599120956,92731.44535,9514.045548,1.452631579,3.557894737,1.547368421,731.1789474,1982,18555.78947,1566.810526,2018,-31.8007703,115.7734455,WA,6025
281,PALMYRA,680308.1395,629500,41774912756,204389.1209,22039.84572,1.593023256,3.360465116,1.976744186,669.0348837,1983,12250,3668.604651,2019,-32.0458365,115.7847126,WA,6157
282,PALMYRA,680308.1395,629500,41774912756,204389.1209,22039.84572,1.593023256,3.360465116,1.976744186,669.0348837,1983,12250,3668.604651,2019,-32.0458,115.785,WA,6957
283,PARKERVILLE,624975.8503,590000,35830525457,189289.5281,15612.33715,1.74829932,3.639455782,2.62585034,8825.29932,1987,27924.4898,13291.83673,2014,-31.8753082,116.1386395,WA,6081
284,PARKWOOD,476788.7155,470000,10655634252,103226.1316,9584.305711,1.465517241,3.551724138,1.810344828,807.3534483,1983,11741.37931,3626.724138,2017,-32.0467714,115.9126767,WA,6147
285,PARMELIA,277053.0702,271000,3897735455,62431.84648,5847.278161,1.421052632,3.552631579,1.622807018,691.6403509,1985,32869.29825,1584.070175,2017,-32.2500689,115.8256616,WA,6167
286,PEARSALL,488438.3562,482500,7726054795,87897.97947,7274.48854,2.01369863,3.664383562,2.130136986,532.8835616,2004,19335.61644,3904.109589,2017,-31.7801238,115.813642,WA,6065
287,PEPPERMINT GROVE,1793548.78,1965000,2.58632E+11,508558.6717,79423.5209,2.024390244,3.414634146,2.12195122,1298.560976,1982,10402.43902,598.4634146,2013,-31.9979804,115.7676977,WA,6011
288,PIARA WATERS,518168.2243,500000,11095348792,105334.4616,10183.06675,1.981308411,3.76635514,2.177570093,498.8971963,2010,20673.83178,5882.242991,2018,-32.1247,115.918,WA,6112
289,PICKERING BROOK,640513.8889,572125,1.849E+11,430000.0553,101351.985,1.555555556,3.722222222,2.166666667,23626.77778,1984,27394.44444,14222.22222,2008,-32.0501173,116.1958784,WA,6076
290,PORT KENNEDY,367967.2043,349000,7987975189,89375.47308,6553.327641,1.951612903,3.908602151,2.075268817,645.9731183,1998,46442.47312,3970.967742,2019,-32.3760083,115.7516025,WA,6172
291,QUEENS PARK,471695,469000,9243226742,96141.70137,9614.170137,1.88,3.61,1.87,525.23,1999,9991,965.09,2017,-32.0042449,115.9423037,WA,6107
292,QUINNS ROCKS,504741.9877,477500,23011443140,151695.2311,11918.30295,1.925925926,3.808641975,1.925925926,665.4876543,1996,35639.50617,3088.271605,2018,-31.6605175,115.6959328,WA,6030
293,REDCLIFFE,465941.7219,455000,6803399514,82482.72252,6712.348763,1.768211921,3.536423841,1.900662252,580.8543046,1995,8413.245033,4254.966887,2016,-31.9381761,115.9435503,WA,6104
294,RIDGEWOOD,405097.3118,400000,4258131614,65254.36088,4784.681883,2.005376344,3.817204301,2.043010753,529.0967742,2004,34874.19355,3089.247312,2016,-31.6592742,115.7211663,WA,6030
295,RIVERTON,667357.8842,630000,26840804328,163831.6341,16808.771,1.768421053,3.610526316,1.842105263,609.5157895,1990,9944.210526,3978.947368,2017,-32.0338297,115.8931741,WA,6148
296,RIVERVALE,592584.9206,585000,23929984971,154693.1963,19489.5108,1.571428571,3.301587302,1.904761905,736.7142857,1982,5453.968254,1506.365079,2019,-31.9608819,115.9201904,WA,6103
297,ROCKINGHAM,430631.4719,381000,38387360126,195926.9255,20768.21256,1.629213483,3.550561798,1.707865169,802.9662921,1991,39006.74157,2948.58427,2019,-32.2780954,115.7351403,WA,6168
298,ROCKINGHAM,430631.4719,381000,38387360126,195926.9255,20768.21256,1.629213483,3.550561798,1.707865169,802.9662921,1991,39006.74157,2948.58427,2019,-32.2780954,115.7351403,WA,6968
299,ROLEYSTONE,605486.4407,580000,25859755028,160809.6857,14803.7315,2,3.93220339,2.93220339,5500.177966,1990,27480.50847,5900.847458,2017,-32.1257607,116.0615683,WA,6111
300,ROSSMOYNE,1171435.563,1150000,1.27898E+11,357628.4438,32783.74569,2.008403361,3.890756303,2.285714286,784.4537815,1982,9689.07563,1633.747899,2015,-32.0386354,115.8677123,WA,6148
301,SAFETY BAY,446946.0784,410000,21663435182,147185.0372,14573.4903,1.764705882,3.637254902,1.941176471,761.3823529,1983,40927.45098,3126.470588,2018,-32.3100675,115.7319024,WA,6169
302,SALTER POINT,1172450,1125000,1.12285E+11,335089.5131,28021.5928,2.111888112,3.769230769,2.258741259,645.048951,1990,7876.923077,1818.657343,2015,-32.0211363,115.8628207,WA,6152
303,SAMSON,567114,568000,9601314016,97986.29504,8764.160663,1.728,3.68,1.976,843.072,1983,14343.2,4997.6,2013,-32.0722698,115.7995497,WA,6163
304,SAWYERS VALLEY,476987.6984,482000,45719360027,213820.8597,19048.67617,1.706349206,3.658730159,2.357142857,12217.87302,1985,33195.2381,19264.28571,2009,-31.9747933,116.2540856,WA,6074
305,SCARBOROUGH,726936.6885,702000,47695748642,218393.5636,27962.43049,1.721311475,3.229508197,1.803278689,661.9344262,1988,10482.39344,3433,2019,-31.8980316,115.7715973,WA,6019
306,SCARBOROUGH,726936.6885,702000,47695748642,218393.5636,27962.43049,1.721311475,3.229508197,1.803278689,661.9344262,1988,10482.39344,3433,2019,-31.8980316,115.7715973,WA,6922
307,SECRET HARBOUR,485088.8325,449000,21035146405,145034.9834,10333.31471,2.055837563,3.964467005,2.131979695,648.6497462,2003,51372.08122,8911.675127,2019,-32.4051251,115.7634366,WA,6173
308,SERPENTINE,650652.8926,640000,49877845179,223333.4842,20303.04402,1.925619835,4.041322314,2.876033058,19169.99174,1994,47676.03306,21907.43802,2015,-32.3616954,115.9767794,WA,6125
309,SEVILLE GROVE,337000,341500,3974357143,63042.50267,5754.966799,1.808333333,3.783333333,1.991666667,650.1666667,2000,23849.16667,2065.241667,2018,-32.1360031,115.9907343,WA,6112
310,SHELLEY,958238.0769,966000,97738561194,312631.6702,38777.18623,1.953846154,3.723076923,2,715.6,1985,9064.615385,3356.923077,2016,-32.0278545,115.8895276,WA,6148
311,SHENTON PARK,1269592.303,1245000,1.36173E+11,369016.4589,37087.54957,1.828282828,3.393939394,1.767676768,439.6161616,1960,4424.242424,692.2727273,2017,-31.9588145,115.8053226,WA,6008
312,SHOALWATER,479005.283,444000,37237968863,192971.4198,18743.04119,1.79245283,3.5,2.122641509,731.5471698,1990,40562.26415,4630.188679,2017,-32.2933662,115.7107698,WA,6169
313,SINAGRA,464718.8372,469500,6751203307,82165.7064,6265.076378,2,3.761627907,2.011627907,1263.116279,2006,24183.13953,3647.093023,2016,-31.7399535,115.8027687,WA,6065
314,SINGLETON,456052.2375,435000,12924281610,113685.0105,8987.589224,1.88125,3.86875,2.06875,759.9,1997,55550.625,9366.875,2016,-32.4466752,115.754561,WA,6175
315,SORRENTO,1031235.577,917500,1.18269E+11,343902.2352,33722.38861,2.028846154,3.855769231,2.048076923,1332.461538,1987,17011.53846,2969.230769,2018,-31.8254068,115.7527574,WA,6020
316,SOUTH FREMANTLE,1092535.475,1080000,1.00354E+11,316787.7272,31838.36453,1.777777778,3.242424242,1.919191919,593.7676768,1967,16312.12121,2110.10101,2016,-32.0677891,115.7525478,WA,6162
317,SOUTH GUILDFORD,542880.2198,502500,25655459275,160173.2165,11872.82873,1.862637363,3.675824176,2.428571429,663.2582418,1997,12626.25275,1563.692308,2016,-31.9101748,115.9668664,WA,6055
318,SOUTH LAKE,439966.1645,442534.5,4982262366,70585.14267,5725.211078,1.651315789,3.664473684,1.565789474,681.3552632,1991,17367.10526,2672.368421,2016,-32.1041036,115.8402587,WA,6164
319,SOUTH PERTH,1204364.583,1170000,2.97753E+11,545667.7906,78760.36144,1.729166667,3.208333333,1.75,1201.583333,1971,3441.666667,3208.333333,2019,-31.9809515,115.8639168,WA,6151
320,SOUTH PERTH,1204364.583,1170000,2.97753E+11,545667.7906,78760.36144,1.729166667,3.208333333,1.75,1201.583333,1971,3441.666667,3208.333333,2019,-31.9809515,115.8639168,WA,6951
321,SOUTHERN RIVER,574922.3008,560000,15692821459,125270.9921,10862.37261,2.045112782,4.037593985,2.390977444,609.4962406,2007,18440.6015,5739.097744,2018,-32.1047229,115.9594374,WA,6110
322,SPEARWOOD,501019.4805,480000,15856009484,125920.6476,14349.98959,1.753246753,3.506493506,1.948051948,731.7272727,1989,18710.38961,6900,2018,-32.1025261,115.7826359,WA,6163
323,ST JAMES,552261.4943,537500,14221306552,119253.1197,12785.27644,1.505747126,3.275862069,2.103448276,712.2413793,1979,7162.068966,1417.551724,2017,-31.9961703,115.9143617,WA,6102
324,STIRLING,829876.6414,830000,53638612338,231600.113,19233.34252,2.013793103,3.848275862,2.227586207,584.2413793,1999,8511.034483,1646.248276,2018,-31.886448,115.8098708,WA,6021
325,STONEVILLE,601000,560000,31501094203,177485.476,15054.1216,1.755395683,3.798561151,2.287769784,9780.273381,1988,30909.35252,16274.10072,2015,-31.8771055,116.1705079,WA,6081
326,STRATTON,345232.5932,350500,2956140019,54370.39653,4086.729259,1.548022599,3.570621469,1.700564972,516.8926554,1992,19690.39548,4731.073446,2015,-31.8700818,116.0339382,WA,6056
327,SUBIACO,1271129.062,1240000,1.68333E+11,410284.5343,50889.53332,1.8,3.153846154,1.6,543.8153846,1962,3492.307692,582.0153846,2018,-31.9469931,115.8285548,WA,6008
328,SUBIACO,1271129.062,1240000,1.68333E+11,410284.5343,50889.53332,1.8,3.153846154,1.6,543.8153846,1962,3492.307692,582.0153846,2018,-31.9469931,115.8285548,WA,6904
329,SUCCESS,530258.7719,524250,6245642621,79029.37822,7401.779434,2.01754386,3.929824561,2.01754386,582.4649123,2002,21412.2807,2382.938596,2018,-32.1536587,115.8463549,WA,6164
330,SUCCESS,530258.7719,524250,6245642621,79029.37822,7401.779434,2.01754386,3.929824561,2.01754386,582.4649123,2002,21412.2807,2382.938596,2018,-32.1536587,115.8463549,WA,6964
331,SWAN VIEW,435246.0515,400000,17466491132,132160.8533,13418.90155,1.618556701,3.525773196,1.855670103,989.8453608,1985,19524.74227,4692.783505,2017,-31.8858539,116.0522873,WA,6056
332,SWANBOURNE,1582618.08,1550000,1.71983E+11,414708.3864,37092.64571,2.12,3.752,2,551.04,1985,8963.2,745.376,2016,-31.97106,115.7668042,WA,6010
333,TAPPING,488820.7071,490000,6213672742,78826.85292,5601.980504,2.02020202,3.929292929,2.055555556,587.7676768,2004,26568.68687,4346.969697,2018,-31.7172114,115.7952533,WA,6065
334,THE VINES,663317.8125,633750,37776313218,194361.2956,15365.60958,2.1375,4.00625,2.54375,1755.375,2001,25579.5125,14889.43125,2018,-31.7582783,116.0024569,WA,6069
335,THORNLIE,405826.7327,415000,7312917178,85515.59611,8509.119847,1.693069307,3.613861386,1.920792079,695.0594059,1988,15350.49505,2161.762376,2018,-32.0570426,115.9527126,WA,6108
336,THORNLIE,405826.7327,415000,7312917178,85515.59611,8509.119847,1.693069307,3.613861386,1.920792079,695.0594059,1988,15350.49505,2161.762376,2018,-32.057869,115.9633053,WA,6988
337,TREEBY,595000,595000,450000000,21213.20344,15000,2,4,2,400.5,2006,19550,1600,2019,-32.1218,115.895,WA,6164
338,TRIGG,1220422.485,1145000,1.64616E+11,405728.4458,34790.92721,1.911764706,3.610294118,2.044117647,744.6985294,1981,12944.85294,4644.852941,2016,-31.8736239,115.7604781,WA,6029
339,TUART HILL,533311.1111,495000,38449991919,196086.6949,29230.87862,1.511111111,3.066666667,1.777777778,673.6666667,1989,6275.555556,2140,2018,-31.8965657,115.8355162,WA,6060
340,TUART HILL,533311.1111,495000,38449991919,196086.6949,29230.87862,1.511111111,3.066666667,1.777777778,673.6666667,1989,6275.555556,2140,2018,-31.8965657,115.8355162,WA,6937
341,TUART HILL,533311.1111,495000,38449991919,196086.6949,29230.87862,1.511111111,3.066666667,1.777777778,673.6666667,1989,6275.555556,2140,2018,-31.8965657,115.8355162,WA,6938
342,TUART HILL,533311.1111,495000,38449991919,196086.6949,29230.87862,1.511111111,3.066666667,1.777777778,673.6666667,1989,6275.555556,2140,2018,-31.8965657,115.8355162,WA,6939
343,TUART HILL,533311.1111,495000,38449991919,196086.6949,29230.87862,1.511111111,3.066666667,1.777777778,673.6666667,1989,6275.555556,2140,2018,-31.8965657,115.8355162,WA,6940
344,TWO ROCKS,481004.1647,415000,36644712189,191428.0862,20763.29119,1.752941176,3.764705882,2.176470588,3118.8,1994,56401.17647,18248.23529,2017,-31.4847915,115.6273131,WA,6037
345,UPPER SWAN,638894.7632,562500,1.69226E+11,411371.1122,66733.20643,1.868421053,3.973684211,2.157894737,23501.94737,1981,25897.36842,13810.52632,2009,-31.7731085,116.0277687,WA,6069
346,VICTORIA PARK,688490.9091,662500,26201532323,161868.8739,21826.3945,1.636363636,3.181818182,2.036363636,438.1454545,1973,4476.363636,1035.345455,2018,-31.9750418,115.8977211,WA,6100
347,VICTORIA PARK,688490.9091,662500,26201532323,161868.8739,21826.3945,1.636363636,3.181818182,2.036363636,438.1454545,1973,4476.363636,1035.345455,2018,-31.9750418,115.8977211,WA,6979
348,VIVEASH,474043.883,448500,26895654136,163998.9455,16915.19968,1.64893617,3.478723404,1.776595745,1889.797872,1990,15601.06383,1466.37234,2012,-31.8759979,115.9988236,WA,6056
349,WAIKIKI,380884.058,359500,16891114197,129965.8193,11063.42525,1.753623188,3.65942029,1.876811594,640.9130435,1996,41640.57971,1765.789855,2019,-32.3154566,115.7530195,WA,6169
350,WALLISTON,502423.6111,466000,99209673660,314975.6715,37120.23888,1.597222222,3.555555556,1.708333333,2533.930556,1977,20552.77778,10123.61111,2009,-31.9996083,116.0722425,WA,6076
351,WANDI,554953.6082,500000,53398484805,231081.1217,23462.73307,1.969072165,3.690721649,2.237113402,3752.608247,2006,26706.18557,5351.546392,2016,-32.1928515,115.8807112,WA,6167
