,SUBURB,Mean BATHROOMS,Mean BEDROOMS,Mean GARAGE,Mean LAND_AREA,Mean BUILD_YEAR,Mean CBD_DIST,Mean STATION DISTANCE,Mean SELL DATE,Lat_precise,Long_precise,state,postcode
208,HOCKING,1.9508196721311477,3.907103825136612,1.9726775956284155,602.4098360655738,2002.6284153005463,20612.021857923497,3843.169398907104,2018,-31.7698267,115.8201204,WA,6065
210,HOPE VALLEY,1.6666666666666667,3.333333333333333,0.6666666666666666,18442.5,1985.3333333333333,26250.0,5833.333333333333,2002,-32.200778,115.8057319,WA,6165
212,HOPELAND,1.85,3.75,1.65,170135.05,1993.95,47825.0,12640.0,2006,-32.3642829,115.9092153,WA,6125
213,HOVEA,1.93,3.74,2.18,19098.48,1983.79,25132.0,10686.0,2006,-31.8757092,116.112542,WA,6071
215,HUNTINGDALE,1.6972972972972973,3.708108108108108,2.135135135135135,642.027027027027,1992.7675675675675,17534.054054054053,3707.567567567568,2017,-32.0866604,115.9670872,WA,6110
217,ILUKA,2.169811320754717,4.15566037735849,2.0141509433962264,645.5801886792453,2003.089622641509,27033.962264150945,2324.056603773585,2018,-31.738911,115.7291538,WA,6028
221,INGLEWOOD,1.6956521739130437,3.1826086956521737,1.8434782608695648,536.6695652173913,1967.8434782608692,4520.869565217391,1490.0695652173913,2018,-31.9168382,115.8851214,WA,6052
222,INGLEWOOD,1.6956521739130437,3.1826086956521737,1.8434782608695648,536.6695652173913,1967.8434782608692,4520.869565217391,1490.0695652173913,2018,-31.9168382,115.8851214,WA,6932
223,INNALOO,1.65,3.1,1.8333333333333333,363.9333333333333,1995.0,9150.0,1178.2833333333333,2018,-31.8942851,115.7962433,WA,6018
224,INNALOO,1.65,3.1,1.8333333333333333,363.9333333333333,1995.0,9150.0,1178.2833333333333,2018,-31.8943,115.796,WA,6918
225,JANDABUP,1.8846153846153848,4.0,2.8076923076923075,28412.5,1995.2307692307693,23192.30769230769,7369.2307692307695,2004,-31.7368317,115.8532467,WA,6065
226,JANDABUP,1.8846153846153848,4.0,2.8076923076923075,28412.5,1995.2307692307693,23192.30769230769,7369.2307692307695,2004,-31.753,115.864,WA,6077
227,JANDAKOT,2.2333333333333334,4.038888888888889,2.2222222222222223,1990.8222222222223,1998.3333333333333,16771.11111111111,2593.333333333333,2015,-32.1071414,115.8598559,WA,6164
228,JANE BROOK,1.9751243781094527,3.945273631840796,2.218905472636816,689.681592039801,2001.766169154229,20767.66169154229,5797.512437810945,2016,-31.8619221,116.0594798,WA,6056
229,JARRAHDALE,1.8166666666666669,3.7083333333333335,2.575,6901.108333333334,1987.6666666666667,46712.5,20871.666666666668,2014,-32.3759261,116.1595761,WA,6124
231,JINDALEE,2.0458715596330275,3.81651376146789,1.9908256880733943,509.0091743119266,2008.8623853211009,37608.25688073395,1707.3394495412845,2017,-31.6506812,115.6920211,WA,6036
232,JOLIMONT,1.836065573770492,3.3278688524590163,1.9180327868852456,834.983606557377,1978.032786885246,4677.049180327869,783.0983606557377,2014,-31.947634,115.8115906,WA,6014
233,JOONDALUP,1.9259259259259256,3.555555555555556,1.8240740740740744,720.4166666666666,1996.537037037037,26201.85185185185,1139.861111111111,2018,-31.7339218,115.7657296,WA,6027
234,JOONDANNA,1.6024096385542168,3.156626506024097,1.9156626506024097,590.722891566265,1982.3493975903611,5122.891566265061,1489.3493975903614,2017,-31.9108876,115.8457182,WA,6060
235,KALAMUNDA,1.811764705882353,3.7058823529411766,2.176470588235294,1898.1411764705883,1978.9058823529413,18612.941176470587,10083.529411764706,2018,-31.9755983,116.0565936,WA,6076
236,KALAMUNDA,1.811764705882353,3.7058823529411766,2.176470588235294,1898.1411764705883,1978.9058823529413,18612.941176470587,10083.529411764706,2018,-31.9755983,116.0565936,WA,6926
237,KALLAROO,2.0069444444444446,3.888888888888889,1.930555555555556,758.5138888888889,1985.5902777777776,21108.33333333333,3597.222222222222,2017,-31.789,115.739,WA,6025
238,KARAWARA,1.8294117647058823,3.8294117647058825,1.911764705882353,620.964705882353,1993.6764705882356,6582.35294117647,2475.294117647059,2011,-32.0095347,115.8806461,WA,6152
239,KARDINYA,2.0,3.8656716417910446,2.149253731343284,707.6417910447761,1988.2238805970148,13186.567164179103,3332.8358208955224,2018,-32.0687062,115.8148921,WA,6163
240,KARNUP,1.9848484848484849,3.8181818181818175,2.787878787878788,13890.727272727272,2004.090909090909,52665.15151515151,9260.60606060606,2014,-32.4250674,115.7930198,WA,6176
241,KARRAGULLEN,1.681818181818182,3.727272727272727,1.6363636363636365,25005.86363636364,1989.0,28895.454545454544,9256.818181818182,2007,-32.1003757,116.1168079,WA,6111
242,KARRINYUP,1.9655172413793105,3.560344827586207,1.9482758620689653,619.5258620689655,1988.9310344827584,11515.51724137931,2962.9310344827586,2018,-31.8739029,115.7708104,WA,6018
243,KARRINYUP,1.9655172413793105,3.560344827586207,1.9482758620689653,619.5258620689655,1988.9310344827584,11515.51724137931,2962.9310344827586,2018,-31.8739029,115.7708104,WA,6921
244,KELMSCOTT,1.6283185840707963,3.47787610619469,2.0442477876106198,2058.380530973451,1984.58407079646,24045.132743362832,1069.2477876106195,2018,-32.1144179,116.0148177,WA,6111
245,KELMSCOTT,1.6283185840707963,3.47787610619469,2.0442477876106198,2058.380530973451,1984.58407079646,24045.132743362832,1069.2477876106195,2018,-32.1144,116.015,WA,6991
251,KENSINGTON,1.7876712328767124,3.404109589041096,2.1232876712328768,615.5068493150685,1958.280821917808,4076.027397260274,2793.8356164383563,2016,-31.9830523,115.8829593,WA,6151
252,KENWICK,1.6,3.613333333333333,2.026666666666667,983.9266666666666,1989.7133333333331,14919.333333333334,1307.9466666666667,2016,-32.0331924,115.9821613,WA,6107
253,KEWDALE,1.623529411764706,3.376470588235294,1.811764705882353,667.3294117647059,1990.8,7502.35294117647,2581.176470588235,2017,-31.9797348,115.9596253,WA,6105
254,KEYSBROOK,1.6666666666666667,3.333333333333333,2.111111111111111,105824.11111111112,1964.888888888889,58011.11111111111,32400.0,2010,-32.4363721,116.0295671,WA,6126
255,KIARA,1.6666666666666667,3.6666666666666665,2.095238095238096,636.8095238095239,1993.3537414965983,10817.00680272109,2831.9727891156463,2013,-31.8843886,115.9380878,WA,6054
256,KINGSLEY,1.811764705882353,3.8705882352941177,1.9176470588235293,696.0588235294117,1985.5058823529407,16852.941176470587,1528.2117647058824,2019,-31.8115417,115.8043918,WA,6026
257,KINROSS,2.0068965517241377,3.9931034482758623,2.0,626.3862068965517,1995.6896551724135,28533.793103448275,1545.2206896551725,2018,-31.7214518,115.7413155,WA,6028
258,KOONDOOLA,1.0909090909090908,3.2587412587412588,1.86013986013986,723.7482517482517,1978.7552447552448,12220.27972027972,6232.867132867133,2015,-31.8412583,115.8628244,WA,6064
259,KOONGAMIA,1.1151079136690647,2.79136690647482,1.330935251798561,738.2877697841726,1968.611510791367,18060.43165467626,4287.769784172662,2010,-31.9062572,116.040491,WA,6056
260,KWINANA BEACH,1.0,3.0,2.0,92333.0,1970.0,33400.0,3300.0,1989,-32.2260862,115.7763846,WA,6167
261,KWINANA TOWN CENTRE,1.7647058823529411,3.0,1.0588235294117647,203.7941176470588,2014.970588235294,32558.82352941177,2405.8823529411766,2013,-32.2476388,115.8135235,WA,6167
262,LANDSDALE,2.0,4.018987341772152,1.8924050632911396,563.867088607595,2005.018987341772,16000.0,7674.050632911392,2019,-31.8042706,115.86174,WA,6065
263,LANGFORD,1.5,3.507042253521127,1.8098591549295773,646.9929577464789,1987.8028169014085,12501.408450704226,1468.1408450704223,2016,-32.0397928,115.9484249,WA,6147
264,LATHLAIN,1.625,3.3472222222222223,2.5416666666666665,628.4027777777778,1977.736111111111,4804.166666666667,591.8611111111111,2016,-31.967897,115.9081062,WA,6100
265,LEDA,1.8,3.7625,1.9,597.75,2000.55,35061.25,1087.925,2015,-32.271548,115.8018223,WA,6170
266,LEEDERVILLE,1.818181818181818,3.0,1.8636363636363635,402.0,1978.2272727272727,2945.454545454545,995.7272727272727,2017,-31.9319556,115.84128,WA,6007
267,LEEDERVILLE,1.818181818181818,3.0,1.8636363636363635,402.0,1978.2272727272727,2945.454545454545,995.7272727272727,2017,-31.932,115.841,WA,6900
268,LEEDERVILLE,1.818181818181818,3.0,1.8636363636363635,402.0,1978.2272727272727,2945.454545454545,995.7272727272727,2017,-31.932,115.841,WA,6902
269,LEEDERVILLE,1.818181818181818,3.0,1.8636363636363635,402.0,1978.2272727272727,2945.454545454545,995.7272727272727,2017,-31.932,115.841,WA,6903
270,LEEMING,2.0194174757281558,4.029126213592233,2.1650485436893203,721.9320388349514,1987.495145631068,13618.446601941749,1897.7475728155337,2018,-32.0796241,115.8656562,WA,6149
271,LESMURDIE,1.815126050420168,3.983193277310925,2.672268907563025,1703.7731092436975,1978.6470588235293,19175.63025210084,8589.915966386554,2017,-32.0131773,116.0381059,WA,6076
272,LOCKRIDGE,1.3311258278145697,3.2317880794701987,1.8344370860927155,644.7880794701987,1981.814569536424,11608.60927152318,2176.158940397351,2015,-31.8818885,115.9498271,WA,6054
275,LYNWOOD,1.4095238095238096,3.3142857142857145,1.9047619047619049,820.7142857142857,1981.4857142857145,11750.47619047619,2468.5714285714284,2016,-32.0402295,115.9320611,WA,6147
276,MADDINGTON,1.4883720930232558,3.441860465116279,1.7325581395348837,945.593023255814,1988.953488372093,17256.976744186046,1727.5697674418604,2018,-32.0502858,115.9844929,WA,6109
277,MADDINGTON,1.4883720930232558,3.441860465116279,1.7325581395348837,945.593023255814,1988.953488372093,17256.976744186046,1727.5697674418604,2018,-32.0502858,115.9844929,WA,6989
278,MADELEY,2.036363636363636,3.806060606060606,2.16969696969697,588.4787878787879,2006.0545454545452,16272.121212121212,4181.212121212121,2018,-31.8132043,115.8275892,WA,6065
279,MAHOGANY CREEK,1.748031496062992,3.52755905511811,1.748031496062992,6179.188976377953,1982.283464566929,26608.661417322837,12795.27559055118,2007,-31.9142343,116.1329888,WA,6072
280,MAIDA VALE,1.9166666666666667,3.911111111111111,2.611111111111111,2024.4222222222224,1993.0944444444444,15280.0,7178.888888888889,2017,-31.9530067,116.0241739,WA,6057
281,MANNING,1.9271523178807948,3.642384105960265,2.0596026490066226,620.4966887417219,1992.9735099337747,6903.311258278146,1416.23178807947,2017,-32.011671,115.8688603,WA,6152
282,MARANGAROO,1.6890756302521008,3.73109243697479,1.92436974789916,832.1512605042017,1992.1764705882356,14069.747899159664,4950.420168067227,2018,-31.8278073,115.841335,WA,6064
283,MARDELLA,1.819672131147541,4.032786885245901,2.098360655737705,32698.016393442624,1997.672131147541,41386.88524590164,16980.32786885246,2008,-32.3342254,115.9648863,WA,6125
284,MARIGINIUP,2.068376068376069,4.153846153846154,2.2564102564102564,18622.017094017094,1992.837606837607,27517.94871794872,9071.794871794871,2005,-31.7069105,115.8504592,WA,6065
285,MARIGINIUP,2.068376068376069,4.153846153846154,2.2564102564102564,18622.017094017094,1992.837606837607,27517.94871794872,9071.794871794871,2005,-31.7069,115.85,WA,6078
286,MARMION,2.120567375886525,3.851063829787234,2.2624113475177303,830.8794326241135,1988.3758865248224,15654.609929078017,3721.276595744681,2014,-31.8431646,115.7576233,WA,6020
287,MARTIN,1.648648648648649,3.689189189189189,2.216216216216216,7086.148648648648,1985.2567567567569,20083.783783783783,1627.972972972973,2013,-32.0789071,116.0621898,WA,6110
289,MAYLANDS,1.7538461538461538,3.1384615384615384,1.6,637.5846153846154,1984.292307692308,4486.723076923077,1124.2615384615383,2019,-31.938255,115.9024493,WA,6051
290,MAYLANDS,1.7538461538461538,3.1384615384615384,1.6,637.5846153846154,1984.292307692308,4486.723076923077,1124.2615384615383,2019,-31.9286,115.892,WA,6931
291,MEDINA,1.1764705882352942,2.9411764705882355,1.546218487394958,762.8319327731092,1962.504201680672,31792.436974789915,3428.5714285714284,2015,-32.2362727,115.8053718,WA,6167
293,MELVILLE,1.69811320754717,3.4056603773584904,1.9433962264150944,638.8679245283018,1982.5754716981128,11207.547169811322,4733.962264150943,2018,-32.0414618,115.8034715,WA,6156
294,MELVILLE,1.69811320754717,3.4056603773584904,1.9433962264150944,638.8679245283018,1982.5754716981128,11207.547169811322,4733.962264150943,2018,-32.0414618,115.8034715,WA,6956
295,MENORA,1.8,3.5636363636363635,2.0484848484848484,820.030303030303,1960.1272727272728,3656.363636363637,3124.242424242424,2012,-31.9231622,115.8608222,WA,6050
297,MERRIWA,1.8398058252427183,3.7475728155339807,2.3446601941747574,580.9514563106796,1998.5970873786407,35000.48543689321,3194.660194174757,2017,-31.6673101,115.7127407,WA,6030
298,MIDDLE SWAN,1.5608108108108107,3.4121621621621623,1.7094594594594594,2231.425675675676,1987.391891891892,17700.0,2945.945945945946,2014,-31.8723346,116.0173525,WA,6056
299,MIDLAND,1.5081967213114753,2.950819672131148,1.6885245901639343,1064.4426229508197,1977.016393442623,16372.131147540984,1472.573770491803,2016,-31.8917642,116.0134587,WA,6056
300,MIDVALE,1.2727272727272727,3.101010101010101,1.606060606060606,872.1717171717172,1976.7777777777776,17169.696969696968,2267.676767676768,2014,-31.8860343,116.0283186,WA,6056
301,MILLENDON,1.8333333333333333,3.8333333333333335,2.1944444444444446,28231.027777777777,1982.861111111111,23269.444444444445,9794.444444444443,2007,-31.8073045,116.0285054,WA,6056
303,MINDARIE,2.167464114832536,4.033492822966507,1.9665071770334928,644.1196172248804,2000.11004784689,32870.33492822966,3037.799043062201,2018,-31.6900771,115.7060487,WA,6030
305,MIRRABOOKA,1.410071942446043,3.5899280575539567,1.7050359712230216,670.4604316546763,1989.640287769784,10631.654676258991,6882.014388489209,2016,-31.8662015,115.8662538,WA,6061
306,MIRRABOOKA,1.410071942446043,3.5899280575539567,1.7050359712230216,670.4604316546763,1989.640287769784,10631.654676258991,6882.014388489209,2016,-31.8662015,115.8662538,WA,6941
307,MORLEY,1.417910447761194,3.194029850746269,1.671641791044776,765.4029850746268,1982.7313432835824,8552.23880597015,3798.507462686567,2019,-31.8889571,115.9181651,WA,6062
308,MORLEY,1.417910447761194,3.194029850746269,1.671641791044776,765.4029850746268,1982.7313432835824,8552.23880597015,3798.507462686567,2019,-31.8889571,115.9181651,WA,6943
310,MOSMAN PARK,1.9405940594059403,3.603960396039604,1.811881188118812,592.4455445544554,1975.7029702970297,11352.475247524751,979.1089108910892,2018,-32.0135412,115.7634366,WA,6012
311,MOSMAN PARK,1.9405940594059403,3.603960396039604,1.811881188118812,592.4455445544554,1975.7029702970297,11352.475247524751,979.1089108910892,2018,-32.0150977,115.766391,WA,6912
312,MOUNT CLAREMONT,2.096296296296296,3.688888888888889,2.05925925925926,830.8518518518518,1991.7407407407409,7344.444444444444,1347.3333333333333,2017,-31.9637267,115.7837568,WA,6010
313,MOUNT HAWTHORN,1.644859813084112,3.1682242990654204,1.7570093457943925,487.018691588785,1956.588785046729,4220.560747663551,1400.588785046729,2018,-31.9195792,115.8355846,WA,6016
314,MOUNT HAWTHORN,1.644859813084112,3.1682242990654204,1.7570093457943925,487.018691588785,1956.588785046729,4220.560747663551,1400.588785046729,2018,-31.9195792,115.8355846,WA,6915
315,MOUNT HELENA,1.6687898089171975,3.732484076433121,2.5477707006369426,10337.649681528665,1988.006369426752,34403.82165605095,19901.91082802548,2015,-31.8780386,116.2105782,WA,6082
316,MOUNT LAWLEY,1.6282051282051282,3.230769230769231,1.8461538461538465,681.2435897435897,1954.0,2882.051282051282,946.3846153846154,2019,-31.9320594,115.8741149,WA,6050
317,MOUNT LAWLEY,1.6282051282051282,3.230769230769231,1.8461538461538465,681.2435897435897,1954.0,2882.051282051282,946.3846153846154,2019,-31.9320594,115.8741149,WA,6929
318,MOUNT NASURA,1.6814814814814816,3.562962962962963,2.355555555555556,1372.1925925925923,1982.562962962963,25945.185185185182,1358.2740740740742,2015,-32.1401592,116.0257044,WA,6112
324,MOUNT PLEASANT,2.185185185185185,3.768518518518519,1.953703703703704,554.3703703703703,1990.2314814814813,8569.444444444445,1558.3148148148148,2018,-32.0248016,115.8484937,WA,6153
325,MOUNT RICHON,1.8854961832061068,3.8091603053435112,2.442748091603053,1809.2900763358775,1988.63358778626,27688.54961832061,1141.1145038167938,2014,-32.1599589,116.0206116,WA,6112
326,MULLALOO,1.9477611940298507,3.82089552238806,1.9701492537313432,745.5671641791045,1985.8880597014925,22152.238805970148,3330.597014925373,2017,-31.7803535,115.7438482,WA,6027
327,MUNDARING,1.8592592592592592,3.740740740740741,2.4296296296296296,4799.214814814814,1989.0592592592595,29673.33333333333,15736.296296296296,2016,-31.9256022,116.165484,WA,6073
328,MUNDIJONG,1.536,3.368,1.784,4376.648,1985.824,39477.6,15404.0,2011,-32.2995985,115.9845718,WA,6123
329,MUNSTER,1.0,4.0,2.0,20000.0,1980.0,22500.0,5300.0,2020,-32.1509366,115.8113086,WA,6166
330,MURDOCH,2.048076923076923,3.942307692307693,2.0384615384615383,710.8269230769231,1990.2788461538464,12407.692307692309,1722.923076923077,2013,-32.0699,115.8425954,WA,6150
331,MYAREE,1.5463917525773196,3.237113402061856,1.8350515463917525,1281.701030927835,1985.1546391752577,10574.226804123711,3836.082474226804,2016,-32.0399796,115.8156494,WA,6154
332,NAVAL BASE,1.0,3.0,0.0,2614.0,2002.0,28500.0,6400.0,2013,-32.1987547,115.7823791,WA,6165
333,NEDLANDS,2.0288461538461537,3.692307692307693,2.3173076923076925,819.5961538461538,1956.0865384615383,6021.153846153846,1848.1442307692307,2018,-31.979149,115.8037341,WA,6009
334,NEDLANDS,2.0288461538461537,3.692307692307693,2.3173076923076925,819.5961538461538,1956.0865384615383,6021.153846153846,1848.1442307692307,2018,-31.9791,115.804,WA,6907
335,NEDLANDS,2.0288461538461537,3.692307692307693,2.3173076923076925,819.5961538461538,1956.0865384615383,6021.153846153846,1848.1442307692307,2018,-31.9791,115.804,WA,6909
336,NEERABUP,2.0,3.5,1.875,29769.25,1989.875,31675.0,1925.0,2006,-31.6922619,115.7608745,WA,6031
337,NOLLAMARA,1.6666666666666667,2.9743589743589745,1.641025641025641,508.2307692307692,1999.6666666666667,8176.923076923077,4043.589743589744,2019,-31.8805717,115.8472254,WA,6061
338,NORANDA,2.019230769230769,3.9711538461538463,2.4423076923076925,772.1057692307693,1986.0576923076924,9369.23076923077,5470.192307692308,2018,-31.8754476,115.8964691,WA,6062
340,NORTH BEACH,1.9381443298969072,3.422680412371134,1.9175257731958764,635.7835051546392,1988.041237113402,13813.40206185567,4058.762886597938,2016,-31.8611706,115.7582009,WA,6020
341,NORTH BEACH,1.9381443298969072,3.422680412371134,1.9175257731958764,635.7835051546392,1988.041237113402,13813.40206185567,4058.762886597938,2016,-31.8611706,115.7582009,WA,6920
342,NORTH COOGEE,2.3617021276595747,3.8297872340425534,2.191489361702128,772.3191489361702,2007.340425531915,18376.59574468085,5038.297872340426,2017,-32.1025,115.763,WA,6163
343,NORTH FREMANTLE,1.943661971830986,3.126760563380281,1.7887323943661972,595.5352112676056,1981.112676056338,13154.929577464787,618.7042253521126,2017,-32.0353019,115.7486438,WA,6159
344,NORTH LAKE,1.9694656488549616,3.931297709923664,1.6641221374045805,693.9312977099237,1991.3435114503816,14686.259541984731,2675.5725190839694,2011,-32.0789699,115.8218528,WA,6163
345,NORTH PERTH,1.586666666666667,2.973333333333333,1.7866666666666666,424.53333333333336,1958.24,2826.6666666666665,1943.8266666666664,2019,-31.9273539,115.8551339,WA,6006
346,NORTH PERTH,1.586666666666667,2.973333333333333,1.7866666666666666,424.53333333333336,1958.24,2826.6666666666665,1943.8266666666664,2019,-31.9273833,115.852472,WA,6906
349,NORTHBRIDGE,1.7272727272727273,2.4545454545454546,1.3636363636363635,647.5454545454545,1972.0,1254.1818181818182,1175.1818181818182,2014,-31.9436266,115.8538427,WA,6003
350,NORTHBRIDGE,1.7272727272727273,2.4545454545454546,1.3636363636363635,647.5454545454545,1972.0,1254.1818181818182,1175.1818181818182,2014,-31.9436,115.854,WA,6803
351,NORTHBRIDGE,1.7272727272727273,2.4545454545454546,1.3636363636363635,647.5454545454545,1972.0,1254.1818181818182,1175.1818181818182,2014,-31.9436,115.854,WA,6865
353,O'CONNOR,1.625,3.0,2.75,574.25,1982.625,13750.0,4450.0,2013,-32.060241,115.793698,WA,6163
354,OAKFORD,2.064516129032258,4.21505376344086,2.978494623655914,18297.13978494624,1995.4193548387095,29443.010752688173,8000.0,2015,-32.2043324,115.9241645,WA,6121
355,OCEAN REEF,2.128440366972477,4.064220183486238,2.018348623853211,763.9357798165138,1991.8532110091744,24513.761467889908,3376.146788990826,2018,-31.7600517,115.7332807,WA,6027
356,OLDBURY,1.8461538461538465,4.076923076923077,2.0,92374.26923076923,1990.692307692308,34692.307692307695,7215.384615384615,2007,-32.2544608,115.9070305,WA,6121
358,ORANGE GROVE,2.0434782608695654,3.934782608695652,2.565217391304348,13770.673913043478,1981.9782608695648,17647.82608695652,3884.782608695652,2008,-32.0315515,116.0219405,WA,6109
359,ORELIA,1.593103448275862,3.579310344827586,1.8,687.7379310344828,1988.8896551724135,31340.0,1829.7724137931036,2017,-32.2350267,115.8208189,WA,6167
361,OSBORNE PARK,1.511111111111111,2.977777777777778,1.9555555555555555,811.9333333333333,1987.2444444444443,6517.777777777777,1491.2666666666669,2017,-31.9142574,115.8230694,WA,6017
362,OSBORNE PARK,1.511111111111111,2.977777777777778,1.9555555555555555,811.9333333333333,1987.2444444444443,6517.777777777777,1491.2666666666669,2017,-31.9142574,115.8230694,WA,6916
363,OSBORNE PARK,1.511111111111111,2.977777777777778,1.9555555555555555,811.9333333333333,1987.2444444444443,6517.777777777777,1491.2666666666669,2017,-31.9142574,115.8230694,WA,6917
364,PADBURY,1.4526315789473685,3.557894736842105,1.5473684210526315,731.1789473684211,1982.1894736842105,18555.78947368421,1566.8105263157895,2018,-31.8007703,115.7734455,WA,6025
366,PALMYRA,1.5930232558139534,3.36046511627907,1.976744186046512,669.0348837209302,1982.5232558139533,12250.0,3668.604651162791,2019,-32.0458365,115.7847126,WA,6157
367,PALMYRA,1.5930232558139534,3.36046511627907,1.976744186046512,669.0348837209302,1982.5232558139533,12250.0,3668.604651162791,2019,-32.0458,115.785,WA,6957
368,PARKERVILLE,1.748299319727891,3.639455782312925,2.6258503401360542,8825.299319727892,1986.530612244898,27924.48979591837,13291.836734693878,2014,-31.8753082,116.1386395,WA,6081
371,PARKWOOD,1.4655172413793105,3.5517241379310347,1.8103448275862069,807.3534482758621,1983.3103448275865,11741.379310344828,3626.7241379310335,2017,-32.0467714,115.9126767,WA,6147
372,PARMELIA,1.4210526315789471,3.5526315789473686,1.6228070175438596,691.640350877193,1985.4035087719296,32869.29824561404,1584.0701754385964,2017,-32.2500689,115.8256616,WA,6167
373,PEARSALL,2.0136986301369864,3.664383561643836,2.1301369863013697,532.8835616438356,2004.335616438356,19335.616438356163,3904.109589041096,2017,-31.7801238,115.813642,WA,6065
374,PEPPERMINT GROVE,2.024390243902439,3.414634146341464,2.1219512195121952,1298.560975609756,1981.9024390243903,10402.439024390244,598.4634146341464,2013,-31.9979804,115.7676977,WA,6011
375,PIARA WATERS,1.9813084112149533,3.766355140186916,2.177570093457944,498.8971962616823,2010.3738317757009,20673.83177570093,5882.242990654206,2018,-32.1247,115.918,WA,6112
376,PICKERING BROOK,1.5555555555555556,3.7222222222222223,2.1666666666666665,23626.777777777777,1983.8333333333333,27394.444444444445,14222.222222222224,2008,-32.0501173,116.1958784,WA,6076
377,PORT KENNEDY,1.9516129032258065,3.9086021505376345,2.075268817204301,645.9731182795699,1998.1935483870968,46442.47311827957,3970.967741935484,2019,-32.3760083,115.7516025,WA,6172
379,QUEENS PARK,1.88,3.61,1.87,525.23,1999.03,9991.0,965.09,2017,-32.0042449,115.9423037,WA,6107
380,QUINNS ROCKS,1.9259259259259256,3.808641975308642,1.9259259259259256,665.4876543209876,1996.3765432098764,35639.50617283951,3088.271604938272,2018,-31.6605175,115.6959328,WA,6030
382,REDCLIFFE,1.7682119205298013,3.5364238410596025,1.900662251655629,580.8543046357615,1994.953642384106,8413.245033112582,4254.9668874172185,2016,-31.9381761,115.9435503,WA,6104
384,RIDGEWOOD,2.005376344086021,3.817204301075269,2.043010752688172,529.0967741935484,2003.720430107527,34874.1935483871,3089.2473118279568,2016,-31.6592742,115.7211663,WA,6030
387,RIVERTON,1.768421052631579,3.610526315789474,1.8421052631578947,609.5157894736842,1989.957894736842,9944.21052631579,3978.947368421053,2017,-32.0338297,115.8931741,WA,6148
388,RIVERVALE,1.5714285714285714,3.3015873015873014,1.9047619047619049,736.7142857142857,1981.936507936508,5453.9682539682535,1506.3650793650793,2019,-31.9608819,115.9201904,WA,6103
390,ROCKINGHAM,1.6292134831460674,3.550561797752809,1.7078651685393258,802.9662921348314,1991.1011235955057,39006.74157303371,2948.584269662921,2019,-32.2780954,115.7351403,WA,6168
391,ROCKINGHAM,1.6292134831460674,3.550561797752809,1.7078651685393258,802.9662921348314,1991.1011235955057,39006.74157303371,2948.584269662921,2019,-32.2780954,115.7351403,WA,6968
392,ROLEYSTONE,2.0,3.9322033898305087,2.9322033898305087,5500.177966101695,1989.906779661017,27480.508474576272,5900.847457627118,2017,-32.1257607,116.0615683,WA,6111
393,ROSSMOYNE,2.008403361344538,3.890756302521008,2.2857142857142856,784.453781512605,1981.747899159664,9689.0756302521,1633.7478991596638,2015,-32.0386354,115.8677123,WA,6148
394,SAFETY BAY,1.7647058823529411,3.637254901960784,1.9411764705882355,761.3823529411765,1982.558823529412,40927.45098039216,3126.470588235294,2018,-32.3100675,115.7319024,WA,6169
395,SALTER POINT,2.111888111888112,3.769230769230769,2.2587412587412588,645.048951048951,1990.4125874125875,7876.923076923077,1818.6573426573427,2015,-32.0211363,115.8628207,WA,6152
396,SAMSON,1.728,3.68,1.976,843.072,1983.016,14343.2,4997.6,2013,-32.0722698,115.7995497,WA,6163
397,SAWYERS VALLEY,1.7063492063492065,3.658730158730159,2.357142857142857,12217.873015873016,1984.9761904761904,33195.23809523809,19264.285714285717,2009,-31.9747933,116.2540856,WA,6074
400,SCARBOROUGH,1.721311475409836,3.2295081967213117,1.8032786885245904,661.9344262295082,1988.131147540984,10482.393442622952,3433.0,2019,-31.8980316,115.7715973,WA,6019
401,SCARBOROUGH,1.721311475409836,3.2295081967213117,1.8032786885245904,661.9344262295082,1988.131147540984,10482.393442622952,3433.0,2019,-31.8980316,115.7715973,WA,6922
402,SECRET HARBOUR,2.0558375634517767,3.964467005076142,2.1319796954314723,648.6497461928934,2003.035532994924,51372.081218274114,8911.675126903554,2019,-32.4051251,115.7634366,WA,6173
404,SERPENTINE,1.925619834710744,4.041322314049586,2.87603305785124,19169.99173553719,1993.5123966942149,47676.03305785124,21907.43801652893,2015,-32.3616954,115.9767794,WA,6125
405,SEVILLE GROVE,1.8083333333333331,3.783333333333333,1.9916666666666667,650.1666666666666,2000.0083333333332,23849.166666666668,2065.241666666667,2018,-32.1360031,115.9907343,WA,6112
407,SHELLEY,1.9538461538461536,3.723076923076923,2.0,715.6,1984.676923076923,9064.615384615385,3356.923076923077,2016,-32.0278545,115.8895276,WA,6148
408,SHENTON PARK,1.8282828282828285,3.393939393939394,1.7676767676767675,439.6161616161616,1959.585858585859,4424.242424242424,692.2727272727273,2017,-31.9588145,115.8053226,WA,6008
410,SHOALWATER,1.7924528301886793,3.5,2.1226415094339623,731.5471698113207,1989.9433962264152,40562.2641509434,4630.188679245283,2017,-32.2933662,115.7107698,WA,6169
411,SINAGRA,2.0,3.761627906976744,2.011627906976744,1263.1162790697674,2005.9476744186047,24183.13953488372,3647.093023255814,2016,-31.7399535,115.8027687,WA,6065
413,SINGLETON,1.88125,3.86875,2.06875,759.9,1997.0,55550.625,9366.875,2016,-32.4466752,115.754561,WA,6175
