index,SUBURB,PRICE,BEDROOMS,BATHROOMS,GARAGE,LAND_AREA,FLOOR_AREA,BUILD_YEAR,CBD_DIST,NEAREST_STN,NEAREST_STN_DIST,DATE_SOLD,POSTCODE,LATITUDE,LONGITUDE,NEAREST_SCH,NEAREST_SCH_DIST,NEAREST_SCH_RANK,Prediction,r2 Score
6 Yelka Way,Bertram,368000,4,2,2,635,144,2002,33200,Kwinana Station,1700,11/01/2016,6167,-32.25022,115.84234,THE KING'S COLLEGE,0.557249539,,381673.1303,0.505279455
8 Daintree Loop,Bertram,387000,4,2,2,540,140,2002,32700,Kwinana Station,1500,2/01/2016,6167,-32.24632,115.85082,THE KING'S COLLEGE,1.424312057,,362389.2897,0.505279455
7 Daintree Loop,Bertram,429900,5,2,2,597,292,2002,32700,Kwinana Station,1400,9/01/2016,6167,-32.24592,115.85003,THE KING'S COLLEGE,1.397102278,,498904.6543,0.505279455
24 Whiteman Crescent,Bertram,373000,3,2,2,627,200,2002,32800,Kwinana Station,1400,3/01/2019,6167,-32.2466,115.84974,THE KING'S COLLEGE,1.326440683,,409758.0028,0.505279455
18 Parkfield Boulevard,Bertram,380000,4,2,2,621,190,2002,33000,Kwinana Station,1600,4/01/2020,6167,-32.24884,115.84556,THE KING'S COLLEGE,0.868745517,,413818.9251,0.505279455
16 Parkfield Boulevard,Bertram,429000,4,2,2,602,163,2002,33000,Kwinana Station,1500,10/01/2015,6167,-32.24871,115.84569,THE KING'S COLLEGE,0.887628855,,390286.5592,0.505279455
46 Daintree Loop,Bertram,352500,4,2,2,509,140,2002,32900,Kwinana Station,1500,4/01/2018,6167,-32.24733,115.84978,THE KING'S COLLEGE,1.277778305,,357076.8907,0.505279455
42 Daintree Loop,Bertram,410000,4,2,2,509,175,2002,32900,Kwinana Station,1500,10/01/2020,6167,-32.24732,115.85013,THE KING'S COLLEGE,1.304559088,,383361.0862,0.505279455
20 Parkfield Boulevard,Bertram,370000,4,2,5,563,142,2002,33100,Kwinana Station,1600,1/01/2016,6167,-32.24909,115.84533,THE KING'S COLLEGE,0.833765465,,374093.5338,0.505279455
13 Unicorn Street,Bertram,405000,4,2,2,511,143,2001,33100,Kwinana Station,1600,1/01/2016,6167,-32.24931,115.84332,THE KING'S COLLEGE,0.692846442,,359672.5572,0.505279455
14 Chieftain Street,Bertram,366000,4,2,4,616,190,2001,33300,Kwinana Station,1700,4/01/2016,6167,-32.25061,115.84213,THE KING'S COLLEGE,0.510222757,,417135.975,0.505279455
13 Chieftain Street,Bertram,370000,4,2,0,624,173,2001,33300,Kwinana Station,1800,12/01/2019,6167,-32.25102,115.84184,THE KING'S COLLEGE,0.457187353,,397392.5305,0.505279455
22 Parkfield Boulevard,Bertram,370000,4,2,2,564,153,2001,33100,Kwinana Station,1600,11/01/2017,6167,-32.24923,115.8452,THE KING'S COLLEGE,0.81410628,,376264.816,0.505279455
2 Chipperton Road,Bertram,567000,4,2,2,719,237,2001,33400,Kwinana Station,1900,1/01/2016,6167,-32.25198,115.84253,THE KING'S COLLEGE,0.422080898,,465908.8805,0.505279455
55 Parkfield Boulevard,Bertram,416000,4,2,2,588,184,2000,33400,Kwinana Station,1800,4/01/2016,6167,-32.25171533,115.8433964,THE KING'S COLLEGE,0.504489825,,403657.9285,0.505279455
32 Parkfield Boulevard,Bertram,310000,3,2,2,710,160,2000,33200,Kwinana Station,1700,4/01/2017,6167,-32.24996,115.84432,THE KING'S COLLEGE,0.698154435,,393942.4422,0.505279455
10 Wanstead Vista,Bertram,371500,3,2,2,338,165,1998,33200,Kwinana Station,1700,1/01/2016,6167,-32.249729,115.835951,THE KING'S COLLEGE,0.596732036,,333948.5388,0.505279455
10 Warrior Pass,Bertram,225000,3,2,2,351,131,1969,32900,Kwinana Station,1400,5/01/2020,6167,-32.24788,115.84568,THE KING'S COLLEGE,0.955030584,,310643.1005,0.505279455
104 Price Parkway,Bertram,342500,4,2,2,480,176,1972,32200,Kwinana Station,696,10/01/2018,6167,-32.2413261,115.8434545,THE KING'S COLLEGE,1.511402529,,379142.3996,0.505279455
107 Millbrook Avenue,Bertram,240000,3,2,2,221,102,1976,31800,Kwinana Station,380,9/01/2020,6167,-32.23797643,115.8447825,THE KING'S COLLEGE,1.904026145,,266586.9646,0.505279455
13 Prince Regent Gate,Bertram,400000,4,2,2,598,140,1995,33200,Kwinana Station,1800,9/01/2016,6167,-32.25027179,115.8492207,THE KING'S COLLEGE,1.059227675,,372328.617,0.505279455
14 Darton Loop,Bertram,340000,3,2,2,252,110,2002,31800,Kwinana Station,296,1/01/2016,6167,-32.23757121,115.8419491,THE KING'S COLLEGE,1.891224147,,277907.1798,0.505279455
148 Price Parkway,Bertram,270000,3,2,2,348,131,1980,32200,Kwinana Station,640,2/01/2019,6167,-32.23830474,115.8432527,THE KING'S COLLEGE,1.832852592,,310128.9974,0.505279455
153 Price Parkway,Bertram,340000,3,2,2,247,114,1986,31800,Kwinana Station,318,1/01/2016,6167,-32.23800237,115.8426995,THE KING'S COLLEGE,1.855445951,,280054.2493,0.505279455
16 Drummore Way,Bertram,406500,4,2,2,611,207,2010,33300,Kwinana Station,1800,1/01/2020,6167,-32.25128039,115.8465708,THE KING'S COLLEGE,0.785990657,,424871.8572,0.505279455
29 Cape York Ramble,Bertram,325000,4,2,2,650,144,2010,33000,Kwinana Station,1700,4/01/2017,6167,-32.2485871,115.8518543,THE KING'S COLLEGE,1.365099345,,384243.646,0.505279455
3 Parkfield Boulevard,Bertram,385000,3,2,2,263,113,1972,33000,Kwinana Station,1500,4/01/2016,6167,-32.24780616,115.8471766,THE KING'S COLLEGE,1.057771245,,282045.1557,0.505279455
31 Cape York Ramble,Bertram,360000,4,2,4,661,160,1994,33000,Kwinana Station,1700,10/01/2019,6167,-32.24874041,115.8518577,THE KING'S COLLEGE,1.357389243,,402318.2115,0.505279455
33 Cape York Ramble,Bertram,399000,4,2,4,646,147,1973,33000,Kwinana Station,1800,5/01/2018,6167,-32.24895447,115.8517905,THE KING'S COLLEGE,1.340869667,,389984.9946,0.505279455
34 Burkett Terrace,Bertram,330000,4,2,2,602,140,2006,33300,Kwinana Station,1800,9/01/2019,6167,-32.250402,115.835837,THE KING'S COLLEGE,0.538827017,,373014.0878,0.505279455
36 Wanstead Vista,Bertram,300000,4,2,2,403,153,2011,33000,Kwinana Station,1500,10/01/2019,6167,-32.24780169,115.8365698,THE KING'S COLLEGE,0.770690091,,348674.6145,0.505279455
4 Oliver Vista,Bertram,375000,4,2,2,545,172,1997,33200,Kwinana Station,1700,1/01/2016,6167,-32.249546,115.836313,THE KING'S COLLEGE,0.599006835,,387277.3928,0.505279455
7 Euston Link,Bertram,325000,4,2,2,420,167,1995,32300,Kwinana Station,743,12/01/2018,6167,-32.24164736,115.8408499,THE KING'S COLLEGE,1.428196168,,362101.5438,0.505279455
75 Sanctuary Drive,Bertram,380000,4,2,2,546,191,1999,32700,Kwinana Station,1400,12/01/2020,6167,-32.24564796,115.8499691,THE KING'S COLLEGE,1.413546325,,401717.3238,0.505279455
8 Camborne Approach,Bertram,326000,4,2,2,360,140,2013,32300,Kwinana Station,841,9/01/2019,6167,-32.24247389,115.8446845,THE KING'S COLLEGE,1.427626624,,331543.1018,0.505279455
84 Cheltenham Loop,Bertram,152000,4,2,0,450,143,2012,32200,Kwinana Station,672,5/01/2016,6167,-32.24096632,115.8416719,THE KING'S COLLEGE,1.514002699,,345045.2384,0.505279455
86 Cheltenham Loop,Bertram,390000,4,2,0,450,144,1977,32200,Kwinana Station,656,10/01/2016,6167,-32.24096772,115.841831,THE KING'S COLLEGE,1.51633809,,345796.2154,0.505279455
91 Price Parkway,Bertram,330000,3,2,2,357,133,1969,32300,Kwinana Station,763,9/01/2018,6167,-32.24197262,115.8424998,THE KING'S COLLEGE,1.41929594,,313173.2608,0.505279455
